!!!SBtab Document='Model' DocumentName='ECM metabolic state'					
					
!!SBtab TableName='Metabolic fluxes' TableID='MetabolicFlux' TableType='QuantityMatrix' Unit='mM/s'					
!QuantityType	!Reaction	data			
rate of reaction	PTS_RPTSsy	1			
rate of reaction	PGI_R02740	1			
rate of reaction	PFK_R04779	1			
rate of reaction	ALD_R01070	1			
rate of reaction	TIM_R01015	1			
rate of reaction	GAP_R01061	1			
rate of reaction	PGK_R01512	1			
rate of reaction	PGM_R01518	1			
rate of reaction	PGH_R00658	1			
rate of reaction	PYK_R00200	1			
rate of reaction	PDH_R00209	1			
rate of reaction	ZWF_R00835	1			
rate of reaction	GLH_R02035	1			
rate of reaction	PGD_R01528	1			
rate of reaction	RPI_R01056	1			
rate of reaction	RPE_R01529	1			
rate of reaction	TXT_R01641	1			
rate of reaction	TAL_R08575	1			
rate of reaction	TXT_R01067	1			
rate of reaction	FBP_R00762	1			
rate of reaction	CSN_R00351	1			
rate of reaction	ACN_R01325	1			
rate of reaction	ACN_R01900	1			
rate of reaction	ICD_R00709	1			
rate of reaction	KGD_R08549	1			
rate of reaction	SCS_R00405	1			
rate of reaction	SDH_R02164	1			
rate of reaction	FUM_R01082	1			
rate of reaction	MDH_R00342	1			
rate of reaction	PPC_R00345	1			
					
!!SBtab TableName='Metabolite concentrations' TableID='MetaboliteConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Compound	data	fixed	initial	emc4cm
concentration	_S__Malate	NaN	NaN	6.2080607	9.9996407
concentration	Acetyl_CoA	NaN	NaN	8.9125094	0.10826723
concentration	Fumarate	NaN	NaN	7.1327572	4.1895753
concentration	cis_Aconitate	NaN	NaN	0.30183843	0.094177542
concentration	_6_Phospho_D_gluconate	NaN	NaN	0.0011220185	0.29255296
concentration	Orthophosphate	NaN	NaN	9.0905716	9.9999684
concentration	Pyruvate	NaN	NaN	0.0011220185	0.073916197
concentration	NADPplus	NaN	NaN	8.9125094	0.29639032
concentration	NADPH	NaN	NaN	0.0011220185	0.03586374
concentration	NADH	NaN	NaN	0.0011000408	0.0010000109
concentration	NADplus	NaN	NaN	9.0905716	9.9999518
concentration	ATP	NaN	NaN	0.0012105288	1.2495132
concentration	H2O	NaN	NaN	0.0011220185	0.10000031
concentration	_2_Oxoglutarate	NaN	NaN	0.0011220185	0.27073784
concentration	Oxaloacetate	NaN	NaN	1.0542393	1.2985177
concentration	Ubiquinone	NaN	NaN	8.9125094	0.17823167
concentration	D_Erythrose_4_phosphate	NaN	NaN	0.0011220185	0.24119619
concentration	Ubiquinol	NaN	NaN	0.0011220185	0.098963753
concentration	ADP	NaN	NaN	0.76211166	0.5878448
concentration	Isocitrate	NaN	NaN	0.0010794473	0.024231532
concentration	D_Ribulose_5_phosphate	NaN	NaN	8.9125094	1.2512971
concentration	D_Xylulose_5_phosphate	NaN	NaN	7.9432823	2.7330297
concentration	D_Glucose_6_phosphate	NaN	NaN	8.1459987	2.3948854
concentration	_3_Phospho_D_glyceroyl_phosphate	NaN	NaN	0.0011220185	0.084157722
concentration	CoA	NaN	NaN	0.0011220185	0.083180114
concentration	CO2	NaN	NaN	0.0011000408	0.0038828607
concentration	D_Ribose_5_phosphate	NaN	NaN	7.9432823	1.6874729
concentration	Glycerone_phosphate	NaN	NaN	0.013531519	1.6742208
concentration	D_Glucose	NaN	NaN	8.9125094	0.15302738
concentration	D_Fructose_1_6_bisphosphate	NaN	NaN	0.0017691847	4.9819641
concentration	D_Glyceraldehyde_3_phosphate	NaN	NaN	0.001346577	0.14576503
concentration	Phosphoenolpyruvate	NaN	NaN	0.0011000408	0.079213279
concentration	Citrate	NaN	NaN	8.6380564	9.9999881
concentration	Succinyl_CoA	NaN	NaN	8.9125094	0.21549668
concentration	_3_Phospho_D_glycerate	NaN	NaN	0.0068586028	2.0992406
concentration	D_Glucono_1_5_lactone_6_phosphate	NaN	NaN	0.0011220185	0.10092994
concentration	D_Fructose_6_phosphate	NaN	NaN	0.0011079696	0.1366252
concentration	_2_Phospho_D_glycerate	NaN	NaN	0.0013015494	0.13039162
concentration	Succinate	NaN	NaN	0.0011220185	0.17691428
concentration	Sedoheptulose_7_phosphate	NaN	NaN	6.3095734	5.3471215
					
!!SBtab TableName='Enzyme concentrations' TableID='EnzymeConcentration' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	data	emc4cm		
concentration of enzyme	PTS_RPTSsy	NaN	0.033371531		
concentration of enzyme	PGI_R02740	NaN	0.055180937		
concentration of enzyme	PFK_R04779	NaN	0.058201809		
concentration of enzyme	ALD_R01070	NaN	0.10066289		
concentration of enzyme	TIM_R01015	NaN	0.023490603		
concentration of enzyme	GAP_R01061	NaN	0.056804395		
concentration of enzyme	PGK_R01512	NaN	0.004495535		
concentration of enzyme	PGM_R01518	NaN	0.02277823		
concentration of enzyme	PGH_R00658	NaN	0.032829208		
concentration of enzyme	PYK_R00200	NaN	0.07751915		
concentration of enzyme	PDH_R00209	NaN	0.015029349		
concentration of enzyme	ZWF_R00835	NaN	0.0055823665		
concentration of enzyme	GLH_R02035	NaN	0.00016172652		
concentration of enzyme	PGD_R01528	NaN	0.016103649		
concentration of enzyme	RPI_R01056	NaN	0.0061764862		
concentration of enzyme	RPE_R01529	NaN	0.010054839		
concentration of enzyme	TXT_R01641	NaN	0.06839865		
concentration of enzyme	TAL_R08575	NaN	0.29411663		
concentration of enzyme	TXT_R01067	NaN	0.075873989		
concentration of enzyme	FBP_R00762	NaN	1.3556743e-05		
concentration of enzyme	CSN_R00351	NaN	0.0010080734		
concentration of enzyme	ACN_R01325	NaN	0.48338814		
concentration of enzyme	ACN_R01900	NaN	0.49656304		
concentration of enzyme	ICD_R00709	NaN	0.1277346		
concentration of enzyme	KGD_R08549	NaN	0.011222398		
concentration of enzyme	SCS_R00405	NaN	0.014886362		
concentration of enzyme	SDH_R02164	NaN	0.012099423		
concentration of enzyme	FUM_R01082	NaN	0.019542261		
concentration of enzyme	MDH_R00342	NaN	0.036376582		
concentration of enzyme	PPC_R00345	NaN	0.092440961		
					
!!SBtab TableName='Gibbs free energies of reaction' TableID='ReactionGibbsFreeEnergy' TableType='QuantityMatrix' Unit='kJ/mol'					
!QuantityType	!Reaction	initial	emc4cm		
Gibbs energy of reaction	PTS_RPTSsy	44.222724	37.4021		
Gibbs energy of reaction	PGI_R02740	19.574162	4.6039795		
Gibbs energy of reaction	PFK_R04779	1.2975988	11.388772		
Gibbs energy of reaction	ALD_R01070	7.2334314	3.36762		
Gibbs energy of reaction	TIM_R01015	0.21664636	0.5479622		
Gibbs energy of reaction	GAP_R01061	8.6732652	10.291751		
Gibbs energy of reaction	PGK_R01512	30.084515	8.7522339		
Gibbs energy of reaction	PGM_R01518	0.00026633752	2.7688651		
Gibbs energy of reaction	PGH_R00658	4.4834889	5.3020165		
Gibbs energy of reaction	PYK_R00200	40.621368	22.995766		
Gibbs energy of reaction	PDH_R00209	35.480547	64.815889		
Gibbs energy of reaction	ZWF_R00835	50.608617	19.394534		
Gibbs energy of reaction	GLH_R02035	41.635215	38.997061		
Gibbs energy of reaction	PGD_R01528	23.082191	21.588459		
Gibbs energy of reaction	RPI_R01056	2.3006956	1.2739597		
Gibbs energy of reaction	RPE_R01529	3.6430157	1.4209797		
Gibbs energy of reaction	TXT_R01641	25.927098	8.2399126		
Gibbs energy of reaction	TAL_R08575	22.572141	8.5256933		
Gibbs energy of reaction	TXT_R01067	31.635466	18.755855		
Gibbs energy of reaction	FBP_R00762	39.443589	46.962276		
Gibbs energy of reaction	CSN_R00351	55.280872	33.826765		
Gibbs energy of reaction	ACN_R01325	0.038011467	3.2882126		
Gibbs energy of reaction	ACN_R01900	14.647985	4.0481744		
Gibbs energy of reaction	ICD_R00709	50.512336	41.971432		
Gibbs energy of reaction	KGD_R08549	28.346444	59.193642		
Gibbs energy of reaction	SCS_R00405	59.217539	9.1614038		
Gibbs energy of reaction	SDH_R02164	22.015357	15.076467		
Gibbs energy of reaction	FUM_R01082	3.7717957	1.2710263		
Gibbs energy of reaction	MDH_R00342	0.00016154222	1.1379424		
Gibbs energy of reaction	PPC_R00345	16.545879	3.5703408		
					
!!SBtab TableName='Enzyme capacities' TableID='EnzymeCapacity' TableType='QuantityMatrix' Unit='mM'					
!QuantityType	!Reaction	!Value			
enzyme capacity	PTS_RPTSsy	0.0262862			
enzyme capacity	PGI_R02740	0.026342819			
enzyme capacity	PFK_R04779	0.0026786972			
enzyme capacity	ALD_R01070	0.031427243			
